,Date,Return_Date,Symbol,Return(%),Test_Error(RMSE),Bench_0(RMSE),Test_Corr
444,2016-06-13,2016-06-20,UDR,-0.0202689097463,0.0321085912902,0.0327582419268,0.240014900111
301,2016-06-13,2016-06-20,MCO,0.00163511081218,0.0321197159056,0.0331549111082,0.325967254708
86,2016-06-13,2016-06-20,COF,-0.0178228829745,0.0324281288283,0.0345601262339,0.580282606092
431,2016-06-13,2016-06-20,TIF,-0.0280068922451,0.032462086692,0.0312704396289,0.0936617739934
22,2016-06-13,2016-06-20,ADS,-0.0248933116574,0.032470202911,0.0307101882505,0.175965747569
263,2016-06-13,2016-06-20,LEN,-0.010865912568,0.0324748701777,0.0332731899267,0.570086748806
304,2016-06-13,2016-06-20,MSI,-0.00557031867617,0.0325272884692,0.0298294636778,0.222326168954
221,2016-06-13,2016-06-20,HOLX,-0.0240169313767,0.0325808731133,0.0333541684747,0.272844111062
240,2016-06-13,2016-06-20,ISRG,0.012706317969,0.0325965162679,0.0215710958423,0.0856611956807
112,2016-06-13,2016-06-20,CCE,-0.00391496562628,0.0326377274238,0.0309158187464,0.213919068404
200,2016-06-13,2016-06-20,GM,-0.00704155115359,0.0327130895572,0.0332601017962,0.447439372253
419,2016-06-13,2016-06-20,TGNA,-0.0196939764337,0.0327659809747,0.0269621335104,0.118505143692
172,2016-06-13,2016-06-20,EXR,-0.000214334490341,0.0328324707307,0.0340103339508,0.245691425711
288,2016-06-13,2016-06-20,MJN,0.00721463618492,0.0328933272244,0.0337734176967,0.18223753043
208,2016-06-13,2016-06-20,HCP,0.0116734320748,0.0329102357509,0.0361587481969,0.244287854965
211,2016-06-13,2016-06-20,HBI,-0.0500078868346,0.0329582888932,0.0330197469416,0.0883327169504
91,2016-06-13,2016-06-20,CELG,-0.00602118914241,0.0329835020766,0.0322741795055,0.0429847724713
401,2016-06-13,2016-06-20,LUV,-0.0422770585287,0.0330066394495,0.0339004958275,0.315409833627
11,2016-06-13,2016-06-20,ADBE,0.00397835467581,0.0331109053781,0.0288220281235,0.315832547757
476,2016-06-13,2016-06-20,HCN,0.0253770186071,0.033250318834,0.034188757746,0.51636377711
229,2016-06-13,2016-06-20,HBAN,-0.00429886457287,0.0332591510696,0.0359160698645,0.489685308255
75,2016-06-13,2016-06-20,CBS,-0.00582514232714,0.033265954067,0.0348499423555,0.328020834408
190,2016-06-13,2016-06-20,F,-0.00858942564048,0.0332948125967,0.0341344681516,0.197403022455
389,2016-06-13,2016-06-20,SLB,0.00720079094511,0.0335537371506,0.0338581299502,-0.00804383853048
94,2016-06-13,2016-06-20,CTL,0.00986365104322,0.0337130464723,0.0336019344371,0.118186570311
483,2016-06-13,2016-06-20,WYN,-0.00536863975012,0.0337160588305,0.0338756972022,0.21590439638
242,2016-06-13,2016-06-20,IRM,0.0486139469845,0.0337668265329,0.0329226408332,0.316924014276
189,2016-06-13,2016-06-20,FL,-0.032326595963,0.0337758742375,0.0321333284535,0.0765055078796
17,2016-06-13,2016-06-20,AKAM,-0.00728902305913,0.0337995287349,0.0315119195416,-0.110493264728
2,2016-06-13,2016-06-20,AES,0.0115863276524,0.0339010287252,0.0367158990013,0.538845831879
334,2016-06-13,2016-06-20,PCAR,0.00562950300319,0.0339560084112,0.0349294005251,0.182321336096
318,2016-06-13,2016-06-20,NWS,-0.00796497698785,0.0339827259238,0.034564613872,0.199397026707
164,2016-06-13,2016-06-20,EQR,-0.0144389045582,0.034053151299,0.03377407955,-0.0899927763901
460,2016-06-13,2016-06-20,VTR,0.0372170764831,0.0340594789433,0.0354870430275,0.403322418807
360,2016-06-13,2016-06-20,PRU,0.00362403774577,0.0341946780211,0.038396695312,0.521200466567
362,2016-06-13,2016-06-20,PSA,-0.0145683993764,0.0342034019769,0.0339664566307,0.0196169195123
455,2016-06-13,2016-06-20,UNM,-0.0105601111139,0.0343687633471,0.0383311265486,0.470175668896
458,2016-06-13,2016-06-20,VLO,-0.0638443510334,0.03446139443,0.0347917372482,0.0716565229679
426,2016-06-13,2016-06-20,BK,0.00959082060527,0.0344769894961,0.0349709506967,0.250091759179
442,2016-06-13,2016-06-20,TYC,0.0313237508975,0.0346088830048,0.0367209475502,0.255769945927
287,2016-06-13,2016-06-20,MCK,0.00525348423842,0.0347148206613,0.0371581040054,0.181935569486
368,2016-06-13,2016-06-20,RL,-0.0314174000197,0.0349084515894,0.0347036134981,-0.0587457515878
62,2016-06-13,2016-06-20,BBBY,-0.0266644862991,0.0349189882223,0.0352912830789,0.110276319447
74,2016-06-13,2016-06-20,CBG,-0.0102535818033,0.0349297629003,0.0363993171505,0.248292879873
428,2016-06-13,2016-06-20,PCLN,0.00480770670118,0.034962916249,0.0325358925843,0.1664615798
291,2016-06-13,2016-06-20,MET,-0.000995737550994,0.0355730067193,0.0384440667596,0.566393077274
480,2016-06-13,2016-06-20,WY,-0.049209785892,0.0356180872519,0.0381389994825,0.803879452436
357,2016-06-13,2016-06-20,PLD,0.0210258514779,0.0356978840238,0.0287328987386,0.449279098537
421,2016-06-13,2016-06-20,TGT,-0.0359807419301,0.0357718346848,0.0366007852388,0.198902378597
312,2016-06-13,2016-06-20,NTAP,-0.0173956094562,0.0357878065289,0.0355008480625,-0.0490149887168
227,2016-06-13,2016-06-20,HUM,0.00344280257607,0.0358214388571,0.0358720510027,0.0275636777158
126,2016-06-13,2016-06-20,CMI,-0.00547987787382,0.0358467120848,0.0368105466031,-0.0473374133613
489,2016-06-13,2016-06-20,XYL,0.0176689668929,0.0359890178188,0.0222148921444,0.0854533737426
51,2016-06-13,2016-06-20,ADSK,0.00170919461358,0.0361292091216,0.0366262576742,0.30931333744
317,2016-06-13,2016-06-20,NWSA,-0.00967998467906,0.0361764930041,0.0364561239287,0.0548328382734
178,2016-06-13,2016-06-20,FB,-0.0173931800006,0.0361892540172,0.0280690219378,0.268673166087
132,2016-06-13,2016-06-20,DLPH,-0.0229514420368,0.0362969443185,0.038175582606,0.351060435033
371,2016-06-13,2016-06-20,O,0.00862616411323,0.0363972421964,0.0333423443524,0.30086870893
8,2016-06-13,2016-06-20,ABT,-0.0229020724263,0.0365476812847,0.036759481548,0.129646196939
143,2016-06-13,2016-06-20,DOV,0.0319027312629,0.0366873336533,0.0362404565038,-0.0786730969899
344,2016-06-13,2016-06-20,PNR,0.00855029150698,0.036768264067,0.0391827987879,0.186823986358
351,2016-06-13,2016-06-20,PSX,-0.0240286465526,0.0368370206007,0.0371096115282,0.440836875184
123,2016-06-13,2016-06-20,GLW,-0.000986495271615,0.0368546851505,0.038861514065,0.378068519317
326,2016-06-13,2016-06-20,NUE,0.00278566212404,0.0370167424114,0.0390935580422,0.51148348704
448,2016-06-13,2016-06-20,UNP,0.0245798925428,0.0370501842108,0.0351948042237,-0.138992729586
366,2016-06-13,2016-06-20,PWR,-0.0167289590327,0.0371448774484,0.0388773135893,0.378997952719
131,2016-06-13,2016-06-20,DE,0.0256829816487,0.0372349224625,0.0387355816928,0.262688098093
282,2016-06-13,2016-06-20,MAS,-0.00131124608146,0.0374857759674,0.0243902814632,0.392393436379
482,2016-06-13,2016-06-20,WFM,-0.00671828716538,0.0376919134828,0.0373734995223,0.104304140529
324,2016-06-13,2016-06-20,NTRS,0.00892871989634,0.0378300638654,0.0392707016204,0.42397533956
36,2016-06-13,2016-06-20,ABC,-0.00454002346073,0.0379094056909,0.0379174231243,0.246814913126
481,2016-06-13,2016-06-20,WHR,-0.019480016001,0.0380794255117,0.0385346512728,0.577058026382
102,2016-06-13,2016-06-20,XEC,0.0192387083539,0.0381783163162,0.0430184397529,0.305945228306
205,2016-06-13,2016-06-20,GT,-0.0324221639602,0.0382736406389,0.0390685162679,0.18200632828
413,2016-06-13,2016-06-20,SYMC,0.0681249347776,0.0383729248637,0.0379538654485,-0.0666368829396
88,2016-06-13,2016-06-20,KMX,-0.00752310290788,0.0384075270217,0.0407341061133,0.306826441125
63,2016-06-13,2016-06-20,BBY,-0.0119939429274,0.0384675757714,0.0389375704902,0.180550337287
108,2016-06-13,2016-06-20,CTXS,0.00600634563338,0.0386590920091,0.0276314634187,0.437549409497
412,2016-06-13,2016-06-20,STI,-0.0040383889357,0.038770893916,0.0412471602121,0.357786574676
238,2016-06-13,2016-06-20,IP,-0.00917357897013,0.0389484471843,0.0388504777396,0.0514979039994
90,2016-06-13,2016-06-20,CAT,0.00669530932612,0.0390910949314,0.0398167445325,-0.0300991041321
72,2016-06-13,2016-06-20,AVGO,0.0139195458784,0.0392507851589,0.0386296288993,0.136001801074
226,2016-06-13,2016-06-20,HST,0.00786818235763,0.0393584661615,0.0398116477716,0.142079274952
314,2016-06-13,2016-06-20,NWL,0.0177719954814,0.0394000610723,0.034544654157,0.480631851974
169,2016-06-13,2016-06-20,EXPE,-0.025187705281,0.0394786710484,0.0398807467057,0.172059359257
180,2016-06-13,2016-06-20,FDX,0.0128479129368,0.0396051944364,0.0417002059659,0.608520208823
260,2016-06-13,2016-06-20,LRCX,0.0160687975788,0.0396638112488,0.0387628739911,0.400550026557
183,2016-06-13,2016-06-20,FITB,7.51156663895e-05,0.0397343037746,0.0429586655681,0.400147553094
251,2016-06-13,2016-06-20,KEY,-0.00670243914064,0.0398218639415,0.0421345937498,0.17918360334
49,2016-06-13,2016-06-20,AN,-0.0229400166351,0.0399367423757,0.0393616698455,0.426891764133
107,2016-06-13,2016-06-20,CFG,-0.00299643847194,0.0399713330022,0.0425076945071,0.579597803171
45,2016-06-13,2016-06-20,AAPL,-0.0176048362695,0.0399877052696,0.0395844464855,-0.097125672804
225,2016-06-13,2016-06-20,DHI,-0.0135481347347,0.0400450906351,0.0317176238593,0.616687176099
152,2016-06-13,2016-06-20,EQT,0.0133649337153,0.0401643915713,0.0406579027446,0.121149449906
58,2016-06-13,2016-06-20,BAC,-0.016183413848,0.0402563338797,0.0444074453131,0.484383216922
468,2016-06-13,2016-06-20,VMC,-0.00999996542228,0.0403489294791,0.0245548221419,0.467563694441
188,2016-06-13,2016-06-20,FLR,-0.0214678795685,0.0405238623089,0.0408303232392,0.181575279348
281,2016-06-13,2016-06-20,MLM,0.0164077873321,0.0405306769744,0.0333466174732,0.370260021328
353,2016-06-13,2016-06-20,PXD,0.0312659533305,0.040897944774,0.0439554663631,0.396282715423
27,2016-06-13,2016-06-20,AMZN,0.0159716639994,0.040943118472,0.0400146876522,0.252699580758
10,2016-06-13,2016-06-20,ATVI,5.40194149804e-05,0.0411745802226,0.0380306925916,0.271522203832
254,2016-06-13,2016-06-20,KMI,-0.00486971155205,0.0411925499641,0.0361650945744,-0.233979425273
210,2016-06-13,2016-06-20,HAL,0.04210784144,0.0412405080451,0.0445541177333,0.186792228593
382,2016-06-13,2016-06-20,RCL,-0.0124172812699,0.041444314402,0.0426264183255,0.343104221845
119,2016-06-13,2016-06-20,CXO,0.0381195122181,0.0416699193226,0.0451334042228,0.317662885911
383,2016-06-13,2016-06-20,R,0.0112096453372,0.0417832942899,0.0442780123646,0.311228040499
244,2016-06-13,2016-06-20,JEC,0.00867331310106,0.041807750829,0.0414787715718,-0.0704281117031
139,2016-06-13,2016-06-20,DISCK,-0.031808802352,0.0418694880614,0.0415896382506,0.148505043116
148,2016-06-13,2016-06-20,ETFC,-0.00226827034725,0.0418909003434,0.043431674569,0.334037865566
187,2016-06-13,2016-06-20,FLS,0.0182662226092,0.0421030595694,0.0418741698304,-0.288714030135
302,2016-06-13,2016-06-20,MS,-0.00184632000547,0.042149551101,0.042777393243,0.109703691413
106,2016-06-13,2016-06-20,C,-0.0194315330927,0.0422244942382,0.0450327504059,0.323253276439
202,2016-06-13,2016-06-20,GILD,-0.00540706259112,0.0425319570599,0.0429527070582,0.209882868147
267,2016-06-13,2016-06-20,LNC,0.00853170243677,0.0426724568428,0.0464056344715,0.300355379773
191,2016-06-13,2016-06-20,BEN,-0.0245236893468,0.042797748133,0.0430968210232,0.186595706551
323,2016-06-13,2016-06-20,NSC,-0.0104358580079,0.0429154396661,0.044115636754,0.158953327954
203,2016-06-13,2016-06-20,GPN,0.000174865781864,0.0430031098921,0.0440296477828,-0.105409227786
387,2016-06-13,2016-06-20,CRM,-0.0142673475991,0.0431236834235,0.0363483529861,0.407000307197
47,2016-06-13,2016-06-20,ADM,0.00065693139835,0.0431650725554,0.0456713335121,0.131059051871
224,2016-06-13,2016-06-20,HRL,-0.0165585541784,0.0438058808329,0.039949082004,-0.0949156082411
70,2016-06-13,2016-06-20,BSX,0.0250552490914,0.0439424003109,0.0349045605616,0.129586743108
390,2016-06-13,2016-06-20,SCHW,-0.00201974856226,0.0442010885304,0.0462543798595,0.434850675149
377,2016-06-13,2016-06-20,RHI,-0.0261496852588,0.0443661839034,0.044949205247,0.226943263205
174,2016-06-13,2016-06-20,FFIV,0.0562159775979,0.0443934387829,0.0464504257727,0.186872914571
493,2016-06-13,2016-06-20,ZION,0.00516132608589,0.0451483310806,0.0483615432236,0.377450954182
408,2016-06-13,2016-06-20,HOT,0.00462555325086,0.0451580614926,0.0475927271198,0.4940355251
354,2016-06-13,2016-06-20,PBI,-0.0242941713186,0.0451804922385,0.0464505015449,0.220223008547
311,2016-06-13,2016-06-20,NAVI,-0.00149843563974,0.0452801143007,0.0460768647119,0.235090160719
397,2016-06-13,2016-06-20,SWKS,-0.0159755897048,0.0455049457579,0.0459851883685,0.105374528765
241,2016-06-13,2016-06-20,IVZ,-0.0206869080574,0.0455068891657,0.0461934087524,0.334064303912
439,2016-06-13,2016-06-20,TRIP,-0.0234136055919,0.0458551089164,0.0437983359939,0.198928170377
138,2016-06-13,2016-06-20,DISCA,-0.0332001547803,0.0459873118396,0.0454550665904,0.147462272268
84,2016-06-13,2016-06-20,COG,0.0126305779094,0.0460312045201,0.0441633129143,0.125336847206
299,2016-06-13,2016-06-20,MON,0.0236838722274,0.0460430944963,0.047737598493,0.26129198978
29,2016-06-13,2016-06-20,AAL,-0.0688379569599,0.046054901914,0.0449593276908,0.0897387563313
374,2016-06-13,2016-06-20,RF,-0.0074348076197,0.046098410564,0.0498504102458,0.244050526306
422,2016-06-13,2016-06-20,TDC,0.0148863370847,0.0462834728774,0.0452181349243,-0.131648207844
306,2016-06-13,2016-06-20,MYL,0.00418562346162,0.046358612468,0.046265435704,0.341462849717
365,2016-06-13,2016-06-20,QRVO,0.04268272453,0.0464855619313,0.0504086056703,0.128230602127
212,2016-06-13,2016-06-20,HOG,-0.0200688736192,0.0468738281968,0.047706915986,0.198487336412
177,2016-06-13,2016-06-20,FTI,-0.0137485543945,0.0469381500699,0.0442953233133,-0.022407822458
487,2016-06-13,2016-06-20,XRX,0.00111973891949,0.0475216562365,0.048906134119,0.314256308696
151,2016-06-13,2016-06-20,EOG,0.0237775322258,0.0479357200109,0.046108694761,-0.0172140458064
117,2016-06-13,2016-06-20,CMA,0.00618410939823,0.0479688599842,0.0505096130968,0.243325529239
98,2016-06-13,2016-06-20,CMG,-0.0861840881875,0.0481038664023,0.0415454903516,0.0631113077104
423,2016-06-13,2016-06-20,TSO,-0.0489300041669,0.0484674938651,0.0491073803613,0.25070637682
140,2016-06-13,2016-06-20,DG,0.0184118722577,0.0489010132615,0.0466255547027,0.278723833213
484,2016-06-13,2016-06-20,WYNN,0.022071909452,0.0495890718662,0.051264185608,0.00377227581996
92,2016-06-13,2016-06-20,CNC,0.048128369683,0.0496891809409,0.0508246376903,-0.00921085002781
56,2016-06-13,2016-06-20,BHI,0.00436764347236,0.0500962744764,0.0512950356375,0.279340333779
176,2016-06-13,2016-06-20,FMC,0.0170677390287,0.0504183787933,0.0480285511421,-0.230855527711
300,2016-06-13,2016-06-20,MNST,-0.0038528353763,0.0504256013226,0.0504711443921,0.0828849545174
209,2016-06-13,2016-06-20,HPQ,-0.0118425529816,0.0506185246217,0.0493471583351,-0.0405976195325
14,2016-06-13,2016-06-20,AMG,-0.000986262101888,0.0506710642891,0.0524319734069,0.4400087544
333,2016-06-13,2016-06-20,OI,0.00793817084804,0.0510729851877,0.0471550782239,-0.35404837131
278,2016-06-13,2016-06-20,MPC,-0.0744069454461,0.0512937260883,0.0502224945435,-0.125549786533
449,2016-06-13,2016-06-20,UAL,-0.074245690339,0.0513269775458,0.0514960073973,0.0954719472987
193,2016-06-13,2016-06-20,FTR,-0.0193530614891,0.0513367834822,0.0532156878319,0.297002300738
321,2016-06-13,2016-06-20,NBL,0.0275023042822,0.0514848476595,0.0503181551588,-0.02023131956
264,2016-06-13,2016-06-20,LUK,0.0197983248414,0.0519893071326,0.0424920653043,0.138050301532
64,2016-06-13,2016-06-20,BIIB,-0.0405117705112,0.0520764146448,0.0517996691024,0.375276941422
427,2016-06-13,2016-06-20,KHC,0.0178673745236,0.0521891796409,0.0344977362916,0.872239510835
373,2016-06-13,2016-06-20,REGN,-0.00897298919913,0.0522679276083,0.0528564528407,0.353905311443
141,2016-06-13,2016-06-20,DLTR,0.0542792304687,0.052313026076,0.0528765020166,0.23285457607
339,2016-06-13,2016-06-20,PVH,-0.00464016214947,0.0523236860059,0.0511870467421,0.0314267125756
157,2016-06-13,2016-06-20,EW,0.00248599878168,0.0525731551955,0.0537027117289,0.00832631633142
257,2016-06-13,2016-06-20,LB,-0.0366403020334,0.053299561252,0.0529266263192,0.18811404908
68,2016-06-13,2016-06-20,BWA,-0.0385040895702,0.0533180839241,0.0508323592052,0.0010705311945
464,2016-06-13,2016-06-20,VRTX,-0.00429540424684,0.0535675000614,0.0544506240699,0.259415145123
184,2016-06-13,2016-06-20,FSLR,-0.0508200445094,0.053775743738,0.0565539525398,0.211754378659
18,2016-06-13,2016-06-20,AA,0.00472258412988,0.0545890027996,0.055410049217,0.0366914218209
46,2016-06-13,2016-06-20,AMAT,0.0382762153932,0.0549761517905,0.0557383543552,0.313996739235
158,2016-06-13,2016-06-20,EA,0.0198734611394,0.0555836169381,0.0559969687397,0.0043553778749
451,2016-06-13,2016-06-20,URI,0.0184056813721,0.056141737364,0.059804119414,0.129685979936
447,2016-06-13,2016-06-20,UA,-0.0374262182112,0.056366681488,0.0471886620738,-0.151510080612
255,2016-06-13,2016-06-20,KSS,-0.0801623442879,0.056464885888,0.0540700708297,-0.01988884654
261,2016-06-13,2016-06-20,LM,-0.0120485013313,0.0567614114193,0.0596073605911,0.421549807664
313,2016-06-13,2016-06-20,NFLX,0.00611135635529,0.0567875959408,0.0571575771473,0.112157927021
213,2016-06-13,2016-06-20,HAR,-0.00982471137072,0.0573410229974,0.0568461149037,0.225951412614
21,2016-06-13,2016-06-20,AGN,0.00764001954844,0.0576032644161,0.055300687778,0.083043207293
395,2016-06-13,2016-06-20,SIG,-0.097515873401,0.0582626544368,0.058581789466,0.0960786942673
19,2016-06-13,2016-06-20,ALXN,-0.02493679549,0.0600933987654,0.0609604111678,0.464537542433
219,2016-06-13,2016-06-20,HES,0.0216831820378,0.0605045272748,0.060847815751,-0.11602600723
446,2016-06-13,2016-06-20,ULTA,0.0410774274953,0.0608293284704,0.0582581476869,0.199228663876
231,2016-06-13,2016-06-20,ILMN,-0.0226124234671,0.0612535458332,0.0615231790674,0.319096018883
275,2016-06-13,2016-06-20,M,-0.0641812169626,0.061293276219,0.0600138805468,0.0389835178588
136,2016-06-13,2016-06-20,DO,0.0258697529514,0.0613494171115,0.0592937187566,-0.0370199368447
410,2016-06-13,2016-06-20,SRCL,-0.00900522791756,0.0614189395224,0.0620111977316,0.260031416242
327,2016-06-13,2016-06-20,NVDA,0.0663284944937,0.061530583305,0.0596255965706,0.0689799661402
217,2016-06-13,2016-06-20,HP,0.0233323198849,0.0618067547752,0.062125818067,-0.0769434093923
477,2016-06-13,2016-06-20,WRK,-0.0393668670142,0.0620387484263,0.0631970716601,0.346596154263
465,2016-06-13,2016-06-20,VIAB,0.00616369845097,0.0631520407658,0.0620532551101,-0.228705956451
76,2016-06-13,2016-06-20,CF,-0.0354357632159,0.0652929241575,0.0643597744966,-0.126062372141
406,2016-06-13,2016-06-20,SPLS,-0.0213413604282,0.066074019755,0.0644019309014,-0.0921683161554
303,2016-06-13,2016-06-20,MOS,0.0154352358859,0.0671989351459,0.067023624393,0.0209893111548
316,2016-06-13,2016-06-20,NEM,0.0593894180085,0.0679147970598,0.0597259682911,0.101247841739
404,2016-06-13,2016-06-20,STJ,0.0201579844993,0.0679843855145,0.0695366509135,0.16132220298
322,2016-06-13,2016-06-20,JWN,-0.0735681731165,0.0685284834501,0.0671003047041,-0.0941393751307
292,2016-06-13,2016-06-20,KORS,-0.00850509923936,0.0685777619174,0.0684625840421,0.0911855118878
315,2016-06-13,2016-06-20,NFX,0.0235342993545,0.0686529311151,0.0711881699775,0.478770051035
276,2016-06-13,2016-06-20,MNK,-0.0110184766389,0.0688590791857,0.0685638353774,0.246284052283
66,2016-06-13,2016-06-20,HRB,-0.0471949374144,0.0707524729121,0.0644092950746,0.453402477808
456,2016-06-13,2016-06-20,URBN,-0.000882059552248,0.0730633115776,0.0735577592826,0.133980514252
294,2016-06-13,2016-06-20,MU,0.00736667376618,0.0736052954677,0.0743874315543,-0.00132365324279
348,2016-06-13,2016-06-20,PRGO,-0.0148454995238,0.0738351482912,0.0686813028972,0.134023428979
120,2016-06-13,2016-06-20,COP,0.0131444324548,0.0740037388424,0.0680625867069,-0.436688282873
43,2016-06-13,2016-06-20,APA,0.0345075331736,0.0752908357072,0.0729439314336,-0.181122022812
194,2016-06-13,2016-06-20,GPS,-0.0363736749939,0.0755776204405,0.0748372078224,0.0704455566694
478,2016-06-13,2016-06-20,WDC,0.00262035886445,0.0761345742754,0.0776966787877,0.201276196153
329,2016-06-13,2016-06-20,OKE,0.0534493204889,0.0800352267655,0.0778266554879,-0.087420665734
308,2016-06-13,2016-06-20,NRG,0.0422729087654,0.0806724841397,0.0759526266005,-0.0222368846087
39,2016-06-13,2016-06-20,APC,0.05320066618,0.0817652137895,0.0751150650516,-0.262605621139
310,2016-06-13,2016-06-20,NOV,0.035978152655,0.0818247452231,0.076003995239,-0.054478248138
429,2016-06-13,2016-06-20,WMB,0.0659675520814,0.0838205779122,0.0856049285164,0.162324206473
220,2016-06-13,2016-06-20,HPE,0.0131506763042,0.0965876589584,0.0804771920127,0.414702400466
135,2016-06-13,2016-06-20,DVN,0.0656294098086,0.102054519746,0.0898068415275,-0.403791746078
391,2016-06-13,2016-06-20,STX,-0.0376447577758,0.103772256472,0.103605096801,0.130575001726
369,2016-06-13,2016-06-20,RRC,0.0586408964535,0.11105812764,0.105978185636,-0.103885641325
192,2016-06-13,2016-06-20,FCX,0.0528854237245,0.115550629857,0.113055465201,-0.171555306927
437,2016-06-13,2016-06-20,RIG,0.0493158820757,0.131108198396,0.126837005447,-0.0496730800078
305,2016-06-13,2016-06-20,MUR,0.0594959208911,0.139753733869,0.12732370753,-0.397555280442
277,2016-06-13,2016-06-20,MRO,0.0220208088842,0.142717753572,0.121475429561,-0.288742033284
402,2016-06-13,2016-06-20,SWN,0.0729234976736,0.152804472847,0.142161356877,-0.212782625945
160,2016-06-13,2016-06-20,ENDP,-0.0412102981378,0.178175372126,0.163508985274,0.389861479805
96,2016-06-13,2016-06-20,CHK,0.0286129917481,0.288609860797,0.274667861084,-0.373953084094
