Date,Open_NVDA,High_NVDA,Low_NVDA,Close_NVDA,Volume_NVDA,AdjClose_NVDA
2015-07-27,19.25,19.530001,19.09,19.309999,4810500,19.037377
2015-07-28,19.360001,19.860001,19.16,19.73,4957700,19.451448
2015-07-29,19.690001,20.129999,19.610001,19.969999,5817000,19.688059
2015-07-30,19.92,20.219999,19.92,20.02,4754500,19.737354
2015-07-31,20.1,20.110001,19.83,19.950001,5458500,19.668343
2015-08-03,20.110001,20.309999,19.85,20.290001,9928300,20.003543
2015-08-04,20.219999,20.43,20.139999,20.370001,6502500,20.082413
2015-08-05,20.870001,20.889999,20.540001,20.58,5865700,20.289447
2015-08-06,20.530001,20.68,20.110001,20.450001,16391900,20.161284
2015-08-07,22.459999,23.370001,21.879999,22.98,35131200,22.655563
2015-08-10,22.82,23.950001,22.68,23.780001,16557600,23.44427
2015-08-11,23.43,23.889999,23.43,23.66,10875200,23.325963
2015-08-12,23.280001,23.889999,23.280001,23.719999,9601200,23.385116
2015-08-13,23.75,23.799999,23.459999,23.52,6922100,23.187941
2015-08-14,23.5,23.68,23.360001,23.540001,5366300,23.207659
2015-08-17,23.5,23.5,23.1,23.389999,6847000,23.059775
2015-08-18,23.219999,23.379999,22.9,23.08,7177100,22.849889
2015-08-19,23.049999,23.309999,22.74,22.99,6231200,22.760787
2015-08-20,22.73,22.84,22.049999,22.16,10673300,21.939062
2015-08-21,22.0,22.370001,21.450001,21.469999,9566600,21.255941
2015-08-24,20.27,21.83,20.0,20.709999,17057100,20.503518
2015-08-25,21.620001,21.700001,20.280001,20.280001,15567100,20.077806
2015-08-26,20.940001,21.83,20.780001,21.809999,15374400,21.592551
2015-08-27,22.040001,22.639999,21.91,22.629999,11594100,22.404375
2015-08-28,22.629999,22.870001,22.469999,22.73,8023600,22.503379
2015-08-31,22.620001,22.780001,22.389999,22.48,5483800,22.255871
2015-09-01,21.83,22.200001,21.4,21.559999,8835200,21.345044
2015-09-02,22.15,22.219999,21.780001,22.209999,8601100,21.988563
2015-09-03,22.540001,22.65,22.23,22.27,6563900,22.047966
2015-09-04,21.889999,22.24,21.74,21.75,7199300,21.53315
2015-09-08,22.280001,22.77,22.190001,22.68,5961200,22.453878
2015-09-09,22.75,22.940001,22.18,22.23,7234800,22.008364
2015-09-10,22.1,22.860001,22.0,22.58,8926900,22.354874
2015-09-11,22.33,22.799999,22.24,22.65,7539600,22.424176
2015-09-14,22.76,22.83,22.57,22.690001,4811500,22.463778
2015-09-15,22.700001,23.059999,22.629999,22.940001,8199400,22.711286
2015-09-16,22.9,23.23,22.73,23.1,4337700,22.86969
2015-09-17,23.5,23.709999,23.26,23.309999,6717800,23.077596
2015-09-18,22.99,23.49,22.85,23.290001,8160300,23.057797
2015-09-21,23.32,23.58,23.200001,23.530001,7046000,23.295404
2015-09-22,23.02,23.18,22.77,22.889999,5708900,22.661783
2015-09-23,22.91,23.139999,22.82,23.0,4040800,22.770687
2015-09-24,22.860001,23.68,22.5,23.440001,9561000,23.206301
2015-09-25,23.73,24.07,23.379999,23.610001,9242300,23.374606
2015-09-28,23.610001,23.76,23.15,23.299999,9889600,23.067695
2015-09-29,23.549999,23.75,23.219999,23.709999,9518400,23.473607
2015-09-30,23.93,24.68,23.790001,24.65,13909500,24.404236
2015-10-01,24.65,24.719999,23.469999,24.17,12232400,23.929022
2015-10-02,24.040001,24.799999,23.790001,24.799999,9653600,24.55274
2015-10-05,24.959999,25.73,24.83,25.42,12050600,25.166559
2015-10-06,25.15,25.860001,25.049999,25.75,11360500,25.493269
2015-10-07,25.809999,26.280001,25.389999,26.02,7753800,25.760578
2015-10-08,25.91,26.24,25.469999,26.17,11501700,25.909082
2015-10-09,26.030001,26.280001,25.58,26.07,10581200,25.810078
2015-10-12,26.1,26.5,25.91,26.35,5689700,26.087287
2015-10-13,26.139999,26.559999,26.049999,26.4,7461100,26.136788
2015-10-14,26.43,27.790001,26.4,27.360001,15303700,27.087218
2015-10-15,27.41,27.99,27.129999,27.43,13151200,27.15652
2015-10-16,27.52,28.120001,27.450001,27.860001,11184500,27.582233
2015-10-19,27.950001,28.08,27.49,27.809999,7367800,27.53273
2015-10-20,27.690001,27.9,27.48,27.77,6620600,27.49313
2015-10-21,27.940001,28.110001,27.360001,27.41,9657000,27.136719
2015-10-22,27.73,28.49,27.690001,28.4,7672100,28.116848
2015-10-23,28.65,28.780001,28.219999,28.59,9544400,28.304954
2015-10-26,28.610001,28.68,28.200001,28.459999,6185900,28.176249
2015-10-27,28.32,28.620001,28.299999,28.440001,5206700,28.15645
2015-10-28,28.620001,28.67,28.200001,28.67,5425900,28.384156
2015-10-29,28.209999,28.5,27.629999,27.68,8179200,27.404027
2015-10-30,27.98,28.57,27.77,28.370001,7529000,28.087148
2015-11-02,28.459999,28.73,28.290001,28.700001,4752200,28.413858
2015-11-03,28.530001,28.690001,28.18,28.5,9419200,28.215851
2015-11-04,28.42,28.629999,27.9,28.030001,11056600,27.750538
2015-11-05,28.17,28.25,27.629999,27.709999,11970000,27.433727
2015-11-06,30.450001,31.940001,29.82,31.549999,29306800,31.235442
2015-11-09,31.24,31.5,30.969999,31.41,12314200,31.096838
2015-11-10,31.0,31.17,30.15,30.809999,13806500,30.50282
2015-11-11,30.83,31.049999,30.4,30.51,15497400,30.205812
2015-11-12,30.440001,30.719999,30.27,30.4,7277000,30.096908
2015-11-13,30.43,30.559999,29.65,29.799999,7323500,29.502889
2015-11-16,30.190001,30.42,29.950001,30.4,8607000,30.096908
2015-11-17,30.48,30.66,30.27,30.4,6426200,30.096908
2015-11-18,30.41,31.07,30.08,31.030001,8755400,30.837281
2015-11-19,31.139999,31.43,30.889999,31.120001,6351800,30.926722
2015-11-20,31.35,31.57,31.16,31.389999,5993600,31.195044
2015-11-23,31.65,31.65,30.809999,30.92,6063800,30.727964
2015-11-24,30.92,31.440001,30.780001,31.17,4885700,30.976411
2015-11-25,31.110001,31.48,31.02,31.129999,3457500,30.936659
2015-11-27,31.190001,31.49,31.030001,31.389999,2174900,31.195044
2015-11-30,31.42,31.860001,31.389999,31.719999,8181100,31.522995
2015-12-01,32.0,32.779999,31.969999,32.75,10237400,32.546598
2015-12-02,32.799999,33.139999,32.43,32.5,7356000,32.298151
2015-12-03,32.759998,33.099998,32.27,32.43,6166400,32.228586
2015-12-04,32.43,33.810001,32.43,33.75,11468900,33.540387
2015-12-07,33.740002,33.740002,33.009998,33.110001,8339700,32.904363
2015-12-08,32.700001,33.700001,32.490002,33.560001,7862200,33.351569
2015-12-09,33.549999,33.75,32.369999,32.709999,9316900,32.506846
2015-12-10,32.810001,33.16,32.700001,32.98,5914900,32.775169
2015-12-11,32.650002,32.880001,32.419998,32.490002,5683000,32.288215
2015-12-14,32.52,32.75,32.18,32.57,6897300,32.367716
2015-12-15,32.939999,33.200001,32.759998,32.970001,7645900,32.765233
2015-12-16,33.040001,33.279999,32.75,33.169998,5908900,32.963988
2015-12-17,33.220001,33.560001,32.650002,32.669998,6354000,32.467093
2015-12-18,32.439999,32.77,32.099998,32.139999,9897400,31.940386
2015-12-21,32.490002,32.93,32.200001,32.900002,7105400,32.695668
2015-12-22,33.0,33.259998,32.73,32.93,3250300,32.72548
2015-12-23,32.98,33.189999,32.919998,33.060001,3063100,32.854674
2015-12-24,32.959999,33.25,32.91,33.169998,1311200,32.963988
2015-12-28,32.82,33.139999,32.360001,33.139999,3550600,32.934175
2015-12-29,33.16,33.779999,33.07,33.68,5091500,33.470822
2015-12-30,33.650002,33.939999,33.380001,33.389999,4508600,33.182623
2015-12-31,33.34,33.490002,32.959999,32.959999,3713200,32.755293
2016-01-04,32.290001,32.580002,32.040001,32.369999,8951900,32.168957
2016-01-05,32.98,33.439999,32.5,32.889999,12256800,32.685728
2016-01-06,32.349998,32.5,31.16,31.530001,11233600,31.334176
2016-01-07,30.74,30.950001,29.879999,30.280001,16132600,30.091939
2016-01-08,30.67,30.700001,29.57,29.629999,9961800,29.445975
2016-01-11,29.66,29.889999,29.15,29.68,10234300,29.495665
2016-01-12,30.209999,30.620001,29.969999,30.18,11733900,29.99256
2016-01-13,30.41,30.610001,29.23,29.26,12041800,29.078274
2016-01-14,28.66,29.0,27.82,28.67,15005900,28.491938
2016-01-15,27.52,27.85,26.639999,27.110001,21036300,26.941627
2016-01-19,27.67,28.450001,27.219999,27.33,11428500,27.16026
2016-01-20,26.809999,27.83,26.450001,27.48,12029500,27.309328
2016-01-21,27.780001,28.23,27.209999,27.799999,12036400,27.627341
2016-01-22,28.33,28.639999,28.27,28.450001,6449900,28.273305
2016-01-25,28.440001,28.77,28.360001,28.42,6768200,28.243491
2016-01-26,28.48,28.82,28.190001,28.700001,5698600,28.521752
2016-01-27,28.66,28.75,27.82,28.360001,5792500,28.183864
2016-01-28,28.59,28.690001,27.5,28.049999,6919400,27.875788
2016-01-29,28.290001,29.35,28.18,29.290001,7762600,29.108088
2016-02-01,29.26,29.450001,29.01,29.299999,7247100,29.118024
2016-02-02,29.0,29.15,27.860001,28.059999,8547700,27.885726
2016-02-03,28.280001,28.450001,27.549999,28.200001,8169300,28.024858
2016-02-04,28.24,28.85,27.93,28.209999,8703500,28.034794
2016-02-05,28.02,28.33,26.35,26.43,15010700,26.26585
2016-02-08,26.030001,26.16,24.85,25.219999,15221300,25.063364
2016-02-09,24.92,26.549999,24.799999,25.49,10634300,25.331688
2016-02-10,25.65,26.389999,25.290001,25.43,8395000,25.272061
2016-02-11,24.780001,25.559999,24.780001,25.299999,8503600,25.142867
2016-02-12,25.700001,25.780001,24.75,25.73,8520400,25.570197
2016-02-16,26.1,27.030001,26.02,26.99,12133800,26.822372
2016-02-17,27.33,27.92,27.219999,27.66,19286700,27.488211
2016-02-18,29.93,30.98,29.9,30.040001,26716500,29.85343
2016-02-19,29.879999,30.709999,29.65,30.440001,13140700,30.250945
2016-02-22,30.879999,31.870001,30.82,31.52,11241700,31.324238
2016-02-23,31.27,31.9,31.120001,31.6,9234500,31.403741
2016-02-24,31.469999,31.870001,30.6,31.82,8421300,31.622374
2016-02-25,31.940001,32.049999,31.32,31.889999,8740400,31.691939
2016-02-26,32.040001,32.119999,31.360001,31.68,9049100,31.483244
2016-02-29,31.610001,32.02,31.34,31.360001,8083600,31.278774
2016-03-01,31.440001,32.75,31.389999,32.75,8717500,32.665174
2016-03-02,32.57,33.060001,32.509998,32.939999,5845300,32.85468
2016-03-03,32.900002,33.040001,32.209999,32.650002,7550100,32.565434
2016-03-04,32.900002,32.93,32.299999,32.549999,4382600,32.465691
2016-03-07,32.369999,32.59,31.92,32.34,5999200,32.256236
2016-03-08,32.009998,32.200001,31.65,31.75,6873500,31.667764
2016-03-09,32.029999,32.080002,31.32,31.73,5569700,31.647815
2016-03-10,31.92,32.099998,31.040001,31.68,7152100,31.597945
2016-03-11,32.150002,32.23,31.77,32.220001,6935000,32.136548
2016-03-14,32.07,32.43,31.92,32.299999,4757800,32.216338
2016-03-15,32.130001,32.34,31.57,32.139999,5655400,32.056753
2016-03-16,31.9,33.209999,31.75,33.099998,9091100,33.014266
2016-03-17,32.98,33.139999,32.369999,32.82,8842000,32.734992
2016-03-18,33.209999,34.25,33.0,33.810001,13637800,33.722429
2016-03-21,33.509998,33.919998,33.150002,33.91,8444500,33.822169
2016-03-22,33.799999,34.09,33.43,33.849998,6050300,33.762323
2016-03-23,34.0,34.68,33.849998,34.43,10725200,34.340822
2016-03-24,34.119999,34.540001,34.009998,34.48,6123900,34.390692
2016-03-28,34.419998,34.98,34.380001,34.830002,6634700,34.739788
2016-03-29,34.68,35.470001,34.599998,35.389999,6545300,35.298335
2016-03-30,35.52,36.25,35.5,35.759998,9417500,35.667376
2016-03-31,35.919998,36.0,35.349998,35.630001,9497100,35.537715
2016-04-01,35.41,36.169998,35.139999,36.150002,8707300,36.056369
2016-04-04,36.450001,36.639999,35.66,35.799999,9848500,35.707273
2016-04-05,35.48,36.080002,35.34,35.75,8489200,35.657403
2016-04-06,35.299999,35.82,34.630001,35.799999,11334400,35.707273
2016-04-07,35.57,35.889999,35.279999,35.43,9452600,35.338232
2016-04-08,35.720001,35.950001,35.310001,35.66,6398400,35.567636
2016-04-11,35.869999,36.470001,35.759998,35.880001,9688100,35.787068
2016-04-12,36.0,36.049999,35.139999,35.84,7319100,35.74717
2016-04-13,36.0,36.75,36.0,36.740002,8767900,36.644841
2016-04-14,36.639999,37.0,36.490002,36.84,10414100,36.74458
2016-04-15,36.830002,37.459999,36.709999,37.130001,10924300,37.03383
2016-04-18,37.060001,37.060001,36.610001,36.970001,7683000,36.874244
2016-04-19,37.110001,37.18,36.080002,36.310001,7728800,36.215954
2016-04-20,36.25,36.669998,36.209999,36.450001,5004300,36.355591
2016-04-21,36.459999,36.630001,36.25,36.41,4457000,36.315694
2016-04-22,36.529999,36.779999,36.150002,36.27,5588500,36.176057
2016-04-25,36.279999,36.650002,36.18,36.450001,4799300,36.355591
2016-04-26,36.669998,37.09,36.32,36.48,5363400,36.385512
2016-04-27,36.389999,37.330002,36.32,37.310001,8809900,37.213364
2016-04-28,37.080002,37.299999,36.110001,36.200001,9530600,36.106238
2016-04-29,36.049999,36.130001,35.139999,35.529999,8047600,35.437972
2016-05-02,35.869999,36.220001,35.700001,36.0,6401900,35.906756
2016-05-03,35.59,35.740002,35.259998,35.57,5600600,35.477869
2016-05-04,35.139999,35.169998,34.400002,34.759998,13133100,34.669966
2016-05-05,35.049999,35.380001,34.709999,34.970001,6172100,34.879425
2016-05-06,34.91,35.419998,34.84,35.330002,4581000,35.238493
2016-05-09,35.419998,35.57,34.990002,35.279999,8333400,35.188619
2016-05-10,35.5,36.02,35.16,35.959999,6741900,35.866858
2016-05-11,36.07,36.459999,35.869999,36.060001,8204400,35.966602
2016-05-12,36.32,36.48,34.93,35.57,16763500,35.477869
2016-05-13,39.189999,41.0,39.0,40.98,52756400,40.873856
2016-05-16,40.669998,42.799999,40.540001,42.189999,24325800,42.080721
2016-05-17,42.0,42.580002,41.459999,42.279999,15709800,42.170489
2016-05-18,42.0,43.849998,42.0,43.360001,13526800,43.247693
2016-05-19,43.189999,43.860001,43.130001,43.549999,9972000,43.4372
2016-05-20,43.82,44.509998,43.75,44.330002,9777100,44.215182
2016-05-23,44.52,44.689999,44.130001,44.400002,10340900,44.285
2016-05-24,44.419998,45.5,44.299999,45.360001,10394700,45.360001
2016-05-25,45.5,45.689999,44.810001,45.169998,11451900,45.169998
2016-05-26,45.25,45.98,45.119999,45.650002,7749100,45.650002
2016-05-27,45.700001,45.970001,45.549999,45.900002,6935400,45.900002
2016-05-31,46.099998,46.82,46.07,46.720001,10313100,46.720001
2016-06-01,46.5,47.259998,46.360001,46.810001,9678300,46.810001
2016-06-02,47.060001,47.540001,46.599998,47.139999,8230200,47.139999
2016-06-03,46.68,46.740002,45.66,46.48,11522400,46.48
