Date,Open_DIS,High_DIS,Low_DIS,Close_DIS,Volume_DIS,AdjClose_DIS
2015-09-25,101.510002,101.800003,99.580002,100.300003,7179800,100.300003
2015-09-28,99.900002,100.389999,98.300003,98.489998,8238300,98.489998
2015-09-29,98.510002,100.059998,97.769997,99.419998,9466900,99.419998
2015-09-30,100.779999,102.43,100.5,102.199997,9190000,102.199997
2015-10-01,102.970001,103.470001,101.080002,102.669998,7503700,102.669998
2015-10-02,101.209999,103.010002,99.879997,103.0,9105600,103.0
2015-10-05,103.699997,104.199997,102.610001,103.849998,7144600,103.849998
2015-10-06,104.190002,104.510002,103.209999,103.769997,5660600,103.769997
2015-10-07,104.489998,104.589996,102.660004,103.389999,6947200,103.389999
2015-10-08,103.199997,104.889999,102.699997,104.610001,7499100,104.610001
2015-10-09,105.089996,106.050003,104.669998,105.559998,7341800,105.559998
2015-10-12,105.910004,106.699997,105.620003,106.349998,5179000,106.349998
2015-10-13,105.739998,107.389999,105.309998,106.589996,8342700,106.589996
2015-10-14,106.5,106.849998,105.230003,105.730003,5563600,105.730003
2015-10-15,106.5,108.0,106.260002,107.889999,6739200,107.889999
2015-10-16,108.269997,108.5,107.459999,108.239998,5739600,108.239998
2015-10-19,108.25,109.970001,107.940002,109.470001,8001900,109.470001
2015-10-20,109.550003,110.529999,109.410004,109.839996,9674400,109.839996
2015-10-21,110.669998,111.559998,110.010002,110.089996,8769800,110.089996
2015-10-22,110.669998,113.349998,110.389999,113.25,10028900,113.25
2015-10-23,114.209999,114.209999,111.849998,113.089996,7928400,113.089996
2015-10-26,113.07,113.580002,112.120003,113.519997,5729600,113.519997
2015-10-27,113.290001,114.269997,113.25,113.769997,5857600,113.769997
2015-10-28,113.970001,114.459999,112.860001,114.339996,6452900,114.339996
2015-10-29,114.339996,115.400002,114.199997,115.040001,6125100,115.040001
2015-10-30,115.0,115.239998,113.669998,113.739998,8501600,113.739998
2015-11-02,114.489998,115.309998,114.010002,115.040001,6949500,115.040001
2015-11-03,114.970001,116.400002,114.540001,115.540001,7132100,115.540001
2015-11-04,116.639999,116.830002,110.809998,113.25,20740800,113.25
2015-11-05,113.260002,113.93,111.599998,113.0,14843700,113.0
2015-11-06,114.599998,116.75,114.57,115.669998,16803400,115.669998
2015-11-09,115.900002,116.730003,115.18,116.419998,9317500,116.419998
2015-11-10,116.169998,117.510002,115.510002,117.419998,8240500,117.419998
2015-11-11,117.550003,117.580002,116.43,116.519997,6381700,116.519997
2015-11-12,115.599998,116.989998,115.0,116.209999,7223000,116.209999
2015-11-13,115.919998,116.419998,114.379997,114.839996,8078100,114.839996
2015-11-16,113.470001,116.080002,113.339996,115.919998,5770200,115.919998
2015-11-17,116.110001,117.550003,115.510002,116.129997,6434400,116.129997
2015-11-18,116.220001,118.279999,116.050003,118.139999,6744600,118.139999
2015-11-19,118.139999,119.160004,117.639999,118.709999,6101000,118.709999
2015-11-20,119.110001,120.25,118.900002,120.07,10821700,120.07
2015-11-23,120.300003,120.650002,119.0,119.419998,6986400,119.419998
2015-11-24,117.900002,118.57,117.279999,117.949997,9158200,117.949997
2015-11-25,118.290001,119.339996,118.150002,118.669998,4751500,118.669998
2015-11-27,116.0,116.5,113.699997,115.129997,14912000,115.129997
2015-11-30,115.559998,115.580002,113.309998,113.470001,16560300,113.470001
2015-12-01,114.150002,115.459999,113.660004,115.389999,8896100,115.389999
2015-12-02,115.389999,115.470001,113.830002,114.0,7787800,114.0
2015-12-03,114.169998,114.650002,111.440002,111.889999,10446600,111.889999
2015-12-04,112.739998,114.309998,112.529999,114.239998,8771300,114.239998
2015-12-07,114.559998,114.559998,112.650002,113.830002,6738500,113.830002
2015-12-08,113.349998,113.449997,112.400002,112.480003,7480600,112.480003
2015-12-09,112.389999,113.059998,110.580002,111.470001,9023000,111.470001
2015-12-10,111.150002,111.580002,110.169998,110.760002,6954500,110.760002
2015-12-11,110.760002,110.760002,107.620003,108.040001,12254000,108.040001
2015-12-14,108.68,109.870003,108.279999,109.349998,9596900,109.349998
2015-12-15,112.050003,113.349998,111.580002,112.160004,13260900,112.160004
2015-12-16,114.690002,114.75,111.800003,113.790001,12193100,113.790001
2015-12-17,114.129997,114.480003,111.980003,112.010002,9296700,112.010002
2015-12-18,112.010002,112.440002,107.349998,107.720001,27617500,107.720001
2015-12-21,108.800003,110.099998,105.330002,106.589996,22727000,106.589996
2015-12-22,106.989998,107.199997,105.830002,106.739998,8514200,106.739998
2015-12-23,107.209999,107.239998,104.300003,105.559998,12319500,105.559998
2015-12-24,105.199997,106.639999,105.059998,105.860001,4356100,105.860001
2015-12-28,106.5,108.199997,106.330002,107.25,8787300,107.25
2015-12-29,107.879997,108.040001,106.449997,107.080002,8569800,107.080002
2015-12-30,106.889999,107.209999,106.25,106.339996,4903400,106.339996
2015-12-31,106.139999,106.309998,105.059998,105.080002,6609500,105.080002
2016-01-04,103.120003,103.43,101.730003,102.980003,12462500,102.980003
2016-01-05,102.669998,102.669998,99.889999,100.900002,15828600,100.900002
2016-01-06,99.379997,101.459999,99.360001,100.360001,13886600,100.360001
2016-01-07,98.959999,101.349998,98.519997,99.5,14474500,99.5
2016-01-08,100.629997,100.919998,99.0,99.25,10603900,99.25
2016-01-11,100.209999,100.449997,98.550003,99.919998,9558600,99.919998
2016-01-12,100.970001,101.849998,100.339996,101.459999,8728500,101.459999
2016-01-13,101.879997,101.879997,98.120003,98.480003,11472000,98.480003
2016-01-14,98.650002,99.910004,97.190002,99.110001,11076500,99.110001
2016-01-15,95.620003,96.879997,93.459999,93.900002,22135500,93.900002
2016-01-19,95.0,95.07,93.029999,93.970001,13210500,93.970001
2016-01-20,92.18,93.639999,90.419998,92.540001,16865900,92.540001
2016-01-21,92.870003,94.860001,92.300003,94.019997,12047900,94.019997
2016-01-22,95.949997,97.419998,95.550003,96.900002,12250700,96.900002
2016-01-25,96.419998,96.68,95.120003,95.290001,7768800,95.290001
2016-01-26,95.489998,96.43,95.089996,96.269997,6895000,96.269997
2016-01-27,96.309998,96.629997,93.870003,94.32,6292100,94.32
2016-01-28,95.199997,95.199997,92.370003,93.529999,7275600,93.529999
2016-01-29,94.209999,95.82,93.629997,95.82,8071700,95.82
2016-02-01,95.080002,95.709999,94.699997,95.150002,6994200,95.150002
2016-02-02,94.0,94.169998,92.870003,93.120003,7101400,93.120003
2016-02-03,94.099998,95.410004,92.419998,95.139999,10860700,95.139999
2016-02-04,94.870003,96.730003,94.599998,95.43,8207900,95.43
2016-02-05,95.32,95.389999,93.470001,93.900002,8823000,93.900002
2016-02-08,92.559998,92.959999,89.510002,92.120003,13658400,92.120003
2016-02-09,90.150002,93.199997,89.040001,92.32,15166900,92.32
2016-02-10,88.0,90.029999,86.25,88.849998,32573500,88.849998
2016-02-11,87.0,91.059998,86.959999,90.309998,17332300,90.309998
2016-02-12,91.519997,91.589996,89.610001,91.150002,10754700,91.150002
2016-02-16,92.470001,93.309998,91.790001,92.910004,8965800,92.910004
2016-02-17,93.669998,96.440002,93.559998,95.5,12288200,95.5
2016-02-18,96.339996,96.449997,94.449997,95.169998,8727200,95.169998
2016-02-19,95.230003,95.720001,94.559998,95.010002,6664400,95.010002
2016-02-22,95.010002,97.0,95.010002,96.370003,6932000,96.370003
2016-02-23,96.5,96.82,95.150002,95.379997,6181600,95.379997
2016-02-24,94.650002,95.75,93.230003,95.43,6913000,95.43
2016-02-25,95.919998,95.949997,94.349998,95.650002,4536900,95.650002
2016-02-26,95.709999,96.220001,95.279999,95.309998,5264600,95.309998
2016-02-29,95.309998,96.290001,95.230003,95.519997,6620200,95.519997
2016-03-01,95.900002,97.660004,95.529999,97.650002,7118000,97.650002
2016-03-02,97.669998,97.830002,96.410004,97.0,6443600,97.0
2016-03-03,97.790001,98.839996,96.889999,98.82,8536100,98.82
2016-03-04,99.0,99.209999,97.900002,98.480003,6703000,98.480003
2016-03-07,98.57,99.709999,98.480003,99.389999,7174200,99.389999
2016-03-08,98.93,98.980003,97.599998,97.82,6156700,97.82
2016-03-09,98.0,98.239998,96.809998,97.660004,7009200,97.660004
2016-03-10,97.940002,98.419998,95.870003,97.040001,5417500,97.040001
2016-03-11,97.57,98.349998,97.540001,97.940002,5560600,97.940002
2016-03-14,97.940002,99.220001,97.839996,98.809998,6157400,98.809998
2016-03-15,98.019997,98.330002,97.389999,98.239998,5895600,98.239998
2016-03-16,98.160004,99.080002,97.470001,98.440002,5997600,98.440002
2016-03-17,98.279999,99.910004,98.279999,99.599998,6372900,99.599998
2016-03-18,99.980003,100.150002,98.959999,99.199997,10073800,99.199997
2016-03-21,98.919998,99.120003,97.699997,98.459999,7039800,98.459999
2016-03-22,97.589996,98.32,97.440002,97.580002,6418700,97.580002
2016-03-23,97.720001,97.849998,96.75,96.830002,5466600,96.830002
2016-03-24,96.550003,97.489998,96.300003,97.220001,5547400,97.220001
2016-03-28,97.5,98.459999,97.449997,98.089996,5297100,98.089996
2016-03-29,98.0,98.370003,97.360001,98.160004,5124300,98.160004
2016-03-30,98.900002,99.089996,98.349998,98.910004,5649700,98.910004
2016-03-31,99.010002,100.370003,99.010002,99.309998,6974000,99.309998
2016-04-01,98.800003,99.339996,98.580002,99.07,5869100,99.07
2016-04-04,99.300003,99.440002,98.580002,98.68,5262400,98.68
2016-04-05,96.849998,97.610001,96.150002,97.0,10769600,97.0
2016-04-06,96.959999,97.629997,96.830002,97.480003,6934400,97.480003
2016-04-07,97.110001,97.419998,95.919998,96.160004,7502200,96.160004
2016-04-08,96.629997,96.839996,95.800003,96.419998,6968300,96.419998
2016-04-11,96.93,97.639999,96.199997,96.269997,5889000,96.269997
2016-04-12,96.279999,97.529999,96.07,97.349998,6213400,97.349998
2016-04-13,98.029999,99.809998,97.959999,99.480003,7932100,99.480003
2016-04-14,99.790001,99.870003,98.260002,98.629997,6641900,98.629997
2016-04-15,98.5,98.889999,98.18,98.589996,6117100,98.589996
2016-04-18,99.599998,101.949997,99.5,101.480003,10650400,101.480003
2016-04-19,102.0,103.639999,101.93,102.639999,10494900,102.639999
2016-04-20,103.019997,103.480003,101.959999,103.269997,7676600,103.269997
2016-04-21,103.360001,104.120003,102.650002,102.910004,6802600,102.910004
2016-04-22,103.059998,103.989998,102.93,103.769997,5702200,103.769997
2016-04-25,103.5,104.620003,103.349998,104.57,6065300,104.57
2016-04-26,104.580002,105.57,104.18,104.889999,6436300,104.889999
2016-04-27,105.190002,105.599998,104.760002,105.279999,5971600,105.279999
2016-04-28,104.540001,105.489998,103.800003,104.029999,5569800,104.029999
2016-04-29,103.949997,104.209999,102.400002,103.260002,6954000,103.260002
2016-05-02,103.300003,104.57,102.800003,104.360001,5271700,104.360001
2016-05-03,103.879997,103.989998,103.190002,103.779999,6218000,103.779999
2016-05-04,103.309998,104.480003,103.199997,103.669998,6423600,103.669998
2016-05-05,103.980003,105.129997,103.449997,104.93,6418000,104.93
2016-05-06,104.510002,105.739998,104.389999,105.540001,7383600,105.540001
2016-05-09,106.010002,106.68,104.970001,105.339996,8048300,105.339996
2016-05-10,105.529999,106.75,105.449997,106.599998,10761800,106.599998
2016-05-11,101.459999,102.5,100.620003,102.290001,26932700,102.290001
2016-05-12,102.5,102.849998,101.129997,101.709999,11222000,101.709999
2016-05-13,101.709999,102.040001,100.360001,100.519997,9314100,100.519997
2016-05-16,100.410004,100.669998,99.370003,100.360001,9087500,100.360001
2016-05-17,100.790001,101.290001,99.550003,99.940002,8510000,99.940002
2016-05-18,99.589996,99.769997,98.360001,99.0,9302900,99.0
2016-05-19,98.580002,98.610001,97.510002,98.410004,7050300,98.410004
2016-05-20,99.0,99.93,98.769997,99.779999,7290000,99.779999
2016-05-23,99.599998,100.330002,99.120003,99.18,5453400,99.18
2016-05-24,99.449997,100.040001,99.379997,99.510002,5246300,99.510002
2016-05-25,99.919998,100.800003,99.809998,99.860001,5667300,99.860001
2016-05-26,99.889999,100.489998,99.57,99.809998,3749700,99.809998
2016-05-27,99.809998,100.529999,99.809998,100.290001,4473200,100.290001
2016-05-31,99.849998,99.889999,98.57,99.220001,9986300,99.220001
2016-06-01,98.669998,98.989998,97.730003,98.519997,7228300,98.519997
2016-06-02,98.07,98.720001,97.870003,98.720001,4822100,98.720001
2016-06-03,98.660004,98.919998,97.730003,98.75,6845600,98.75
